guna_word;spanish_word;synonyms
Sullele;Racimo;
Surgan;Brazo;
Swida;Brazo;
Argar;Costilla;Interprete del canto de sagla, , , , 
Saggwa;Brazo;
Surnono;Cucharón;Cacillo, Cazo, , , 
Nogmur;Cucharón;Cacillo, Cazo, , , 
Nogsuid;Cucharón;
Sussua;Mariposa;Polilla, Palomilla, , , 
Sussu;Mariposa;
Mommor;Mariposa;
Susu;Hermanito dicho por una mujer;
Suu;Gorgojo;Comején, , , , 
Argala;Costilla;Interprete del canto del sagla, , , , 
Suugwa;Mareado;aturdido
Suusuu;Mareado;Ebrio, , , , 
Suurmagged;Derramar ;Sudar, Derramar sudor, , , 
Suwar;Palo;
Suwarbadde;Vasija de madera;
Baddesuwar;Vasija de de madera;
Suwaribed;Custodio y guardián de la comunidad;
Swanswan;Resbaloso;
Gwaregware;Resbaloso;
Masimasi;Resbaloso;
Ari;Iguana ;
Swara;Instrumento musical hecho de bambú;
Surgued;Perderse;Morir, Fallecer, , , 
Swiddi;Guanábana;
Swilidig;Recto;Sin defecto, Limpio, , , 
Swilidiggi;Recto;Sin defecto, Limpio, , , 
U;Nido ;Nido, , , , 
Uu;Nido;
Ua;Pez;Pescado, , , , 
Uadug;Oreja;
Uaduggu;Oreja;
Uagarba;Nasa;
Arinii;Febrero;
Uagi;Delfín;
Uas;Techo;Paja que cubre la casa, , , , 
Uasaggan;Aleta de pez;
See;Aleta;
Uaya;Oído;
Cuñado;Dicho entre varones;
Uba;Cuñado;
Ubed;Alero frontal o trasero de la casa;
Ubebe;Alero frontal de la casa;
Ubi;Harina de maíz tostado;
Abbarmagged;Correr;
Aroged;Derramarse;
Ubimagged;Moler;Pulverizar, , , , 
Naged;Moler;
Ubiubi;En polvo;Pulverizado, Molido, , , 
Uboged;Ingresar;Entrar, , , , 
Ubsan;Algodón;
Uda;Dame;Del verbo dar
Udage;Dame;Del verbo dar
udded ;Agujerear; hacer hoyo, , , , 
Udged;Perforar;
Arioged;Derrarse;
Udu;Moho; Hongo, , , , 
Udurun;Tronco viejo y podrido ;
Ued;Oler;Olfatear, Fumar, Calentura, , 
Uegwa;Tibio;Cálido, No tan caliente, , , 
Ueued;Tibio;Cálido, , , , 
Ueleged;Enfermarse;
Gegued;Enfermarse ;
Uereged;Ardiente;Caliente, , , , 
Diobbisulid;Ardiente;Caliente, , , , 
Diyobbisulid;Ardiente;Caliente, , , , 
Arsan;Escalera;Escalinata, , , , 
Uegwa;Cálido;No tan caliente, , , , 
Uga;Marido;Esposo, , , , 
Sui;Marido;Esposo, , , , 
Ugargwag;Huevo de iguana;
Ugarggwagwa;Huevo de iguana;
Ugga;Piel;Cáscara, , , , 
Picazón;Sarpullido;
Aimagged;Picazón;Comezón, , , , 
Uggabbale;Con cáscara;
Uggabela;Con cáscara;
Arwed;Romperse las olas;
Uggaelied;Toalla;Paño, , , , 
Uggamullu;Grano;Absceso, , , , 
Uggaswan;Desnudo;
Uggaswiri;Desnudo;
Ugged;Dar;Ceder,Entregar, Vender, , , 
Uggiasgin;Encima;Sobre, , , , 
Asgine;Encima;Sobre, , , , 
Birgi;Encima;Sobre, , , , 
Uggiar;De repente;Repentino, , , , 
Uggiale;De repente;Repentino, , , , 
As;Yerno;
Uggiarmaggar;Repentino;
Uggub;Arena;
Uggubbiid;Arenoso;
Uggubdug;Pez lenguado;
Uggubdugu;Pez lenguado;
Uggubua;Pez lenguado;
Uggubir;Playa;Costa, , , , 
Uggubbir;Playa;Costa, , , , 
Uggubmileged;Huevo de tortuga;
Uggubsan;Huevo de tortuga;
Sabbin;Yerno;
Uggud;Hambre;Apetito, , , , 
Uggugwa;Liviano;Leve, Bajo de peso, , , 
Uggunagbe;Serpiente cascabel;
Uggurwala;Balsa;
Uggusuli;Pesado;Sólido, , , , 
Agdiggi;Pesado;Sólido, , , , 
Agdiggirba;Pesado;
Ugguuggud;Sed;
Ugguugguiddoged;Estar sediento;
Ugsi;Armadillo;
Asabin;De frente;Frente a frente, , , , 
Ugsir;Murciélago;
Ular;Manzanillo;
Ulassui;Piragua;
Uluasusuido;Pragua;
Ulasu;Proa;
Ulu;Cayuco;
Ulugwa;Baúl;Maleta, Cajón, , , 
Ulur;Mono aullador;
Uma;Mono colorado;Especie de primate 
Umamagged;Ardor;Picor, , , , 
Asabbin;De frente;
Aurmagged;Ardor;Picor, , , , 
Unaed;Aconsejar;Orientar, , , , 
Undar;Exagerado;Desmedido, , , , 
Obbor;Exagerado;En extremo, , , , 
Obbole;Exagerado;
Abbole;Exagerado;
Abbole;Exagerado;
Beedse;Exagerado;
Unged;Arrancar;Sacar, Quitar, , , 
Ungued;Calambre;
Asayaa;Fosa nasal;
Unid;Cuadrúpedo;De cuatro patas, , , , 
Unimagged;Gatear;Arrastrarse, , , , 
Unni;Basta;Suficiente, , , , 
Unnidba;Bastante;Mucho, Suficiente, , , 
Unniddiba;Suficiente;
Yaibaa;Bastante;
Unnila;Solo;Unico, Casi no, , , 
Unnilagwa;Casi no;Solo, , , , 
Unniladuggu;Casi;Por poco, , , , 
Unsaed;Medir;Calcular, , , , 
Asban;Sabandija;
Unus;Variedad de sardina;
Urba;Debajo de; Hermano menor, , , , 
Ulubali;Debajo;Con el cayuco, , , , 
Urbed;Colocar;Poner, , , , 
Urbode;Bote salvavida;
Urdub;Soga;Cuerda, , , , 
Urduba;Soga;Cuerda, , , , 
Uluduba;Soga;Cuerda, , , , 
Urgasi;Quilla;
Urgo;Madera;
Abarmagged;echar a correr;
Asdo;Anteayer;Hace dos días, , , , 
Urmor;Vela;
Ulumola;Vela;
Ursir;Bravucón;
Ursili;Bravucón;Colérico, Reñidor, , , 
Ursor;Popa;
Ursola;Popa;
Uluwala;Árbol de cedro;
Uluwala;Arbol de cedro;
Urgwed;Combatir;Guerrear, , , , 
Bilaonoged;Combatir;Guerrear, , , , 
Asdubin;Mapache;
Urwed;Combatir;
Us;Ñeque;Conejo, , , , 
Usu;Ñeque;Conejo, , , , 
Usgwagwa;Breve;Corto, , , , 
Mussigwa;Breve;Corto, , , , 
Sorgwagwa;Corto;
Meddoggwagwa;Corto;
Meddogwa;Corto;
Usgwin;Ardilla;
Usgwini;Ardilla;
Asgin;Encima;Sobre, , , , 
Gwin;Ardilla;
Usuyae;Danza del ñeque;
Uugassi;Hamaca;
Gassi;Hamaca;
Waa;Humo;Fumada, , , , 
Waagammu;Chimenea;
Waar;Breva;Tabaco, , , , 
Waawaad;Peludo;Velludo, Asolearse, , , 
Wabun;Hilastra;
Wadsi;Reloj;
Asgine;Encima;Sobre, , , , 
Waed;Sahumarse;Medicarse, Asolearse, , , 
Waga;Extranjero;Ladino, No guna,  No indígena, , 
Wagab;En presencia de; Delante de, , , , 
Wagar;Cara;Rostro, Semblante, , , 
Wagala;Cara;Rostro, , , , 
Wagargaed;Retratar;Fotografiar, , , , 
Burbagaed;Retratar;Fotografiar, , , , 
Wagarwilubgaed;Retratar;Fotografiar, , , , 
Wagarsan;Mejilla;
Wagarsana;Mejilla;
Birgi;Encima;Sobre, , , , 
Wagarued;Besar;
Wagarwilub;Fotografia;Foto, , , , 
Wagbinnu;Marañon;
Wagdar;Temprano;
Wagdara;Temprano;
Waggudaea;Temprano;
Wagdub;Hilo de coser;
Wagaduba;Hilo de coser;
Waggaga;Idioma extranjero;
Waggaya;Idioma extranjero;
Birgine;Encima;Sobre, , , , 
Waggagga;Idioma extranjero;
Waggindiid;Prófugo;Fugitivo, , , , 
Wagginned;Escaparse;Huir, Fugarse, , , 
Waggudaryala;Muy temprano;
Wagi;Lora de cabeza azul;
Wagibler;Nele de la historia;Especialista de aves, , , , 
Wagibelele;Nele de la historia;Especialista de aves, , , , 
Wagmadun;Banano;
Wagneg;Ciudad;Comunidad de extranjero, , , , 
Waganega;Ciudad;Comunidad de extranjeros, , , , 
Asgun;Boca abajo;
Wago;Primera criatura  en la tierra; Padre de arboles, , , , 
Wagub;Ñame;
Wagwa;Nieto;
Waladiggi;Mojado;Empapado, , , , 
Waragwa;Mojado;
Walar;Alargado;Largo, , , , 
Walale;Alargado;Largo, , , , 
Walig;Cerca;Junto a, Cerquita, , , 
Waliggagwa;Cerca;Cerquita, , , , 
Nagaba;Cerca;Junto a, Pegado a, , , 
Asmied;Estornudar;
Iddigigwa;Cerquita;
Waliggued;Arrimarse;
Moed;Arrimarse;
Wan;Pene;
Wana;Pene;
Alu;Pene;
Bane;Pene;
Wannug;Variedad de palma para techo de la casa;
Waraggwa;Delgado;Estrecho, , , , 
Waraggwagwa;Delgado;Estrecho, , , , 
Ismied;Estornudar;
Waragwa;Mojado;
Waladiggi;Mojado;
Wardad;Gordo;Obeso, , , , 
Waladada;Gordo;
Wardummad;Gordo;
Wardiggued;Mojarse;
Adsiggied;Mojarse;
Wargwen;Uno;Objeto alargado, , , , 
Walagwena;Uno;
Wari;Ñampí;
Asmu;Variedad de abejas;
Warmagged;Llegar;Alcanzar, Lograr, , , 
Wasa;Bebé;Nene, , , , 
Goe;Bebé;Venado, , , , 
Wawadiggi;Perfumado;Oloroso, , , , 
Wawagwa;Perfumado;Oloroso, , , , 
Wawanmagged;Temblar;Tiritar, , , , 
We;Este;Esta, Ese, , , 
Wedi;Este;Esta, Ese, , , 
Iddi;Este;Esta, Ese, , , 
Weba;Allá;Lejos, Distante, , , 
Webali;Por allá;
Abbinnii;Septiembre;
Adsa;Variedad de abejas;
Wedar;Saíno;Puerco de monte, , , , 
Weed;Recoger;Acopiar, , , , 
Bised;Recoger;
Weggo;Halcón;
WegiAquí;Acá;
Wegine;Aquí;Acá, , , , 
Wegii;Así;
Weyob;Así;De esta manera, , , , 
Weligwar;Feliz;Radiante, , , , 
Weligwale;Feliz;
Assaed;Dar señas;Molestar, , , , 
Wergued;Disfrutar;Gozar, Alegrarse, , , 
Werug;Guágara;
Werwer;Tucán;
Wesar;Cuchara;Cucharón, , , , 
Wese;Fin;Hasta aquí, , , , 
Bela;Fin;Hasta aquí, , , , 
Wesig;Hacia allá;
Egesig;Hacia allá;
Iddisig;Hacia allá;
Wewe;Grillo pequeño de la arena;
Assirmagged;Rasgarse algún tejido;
Weyob;Así;De esta manera, , , , 
Wegii;Así; De esta manera, , , , 
Wiagged;Escupir;
Wiaged;Escupir;
Widsub;Hicaco;
Wied;Pereza;
Wiegala;Perezoso;Vago, , , , 
Wigoed;Silbar;
Wii;Saliva;Baba, , , , 
Galis;Saliva;
Assu;Jaguar;Perro, , , , 
Gaglis;Saliva;
Wila;Hondo del mar o de río;
Wilasagla;Aguas muy profundas;
Wiledagged;Compadecer ;Tener lastima hacia otra persona 
Wileged;Sufrir;Empobrecido, Falto de, , , 
Wileiddoged;Tristeza;Pesadumbre, , , , 
Buggibbinsaed;Tristeza;
Wilub;Señal;Símbolo, , , , 
Wilubira;Igual;Justo, , , , 
Wilubbiragwa;Igual;Justo, , , , 
Assunned;Abrise la flor;brotar, , , , 
Wilubdagged;Experimentar;Probar, , , , 
Wilubgan;Simbolismo;
Burbagan;Simbolismo;
Wilubsaed;Probar;Medir, , , , 
Wilubimagged;Probar;Medir, , , , 
Wimagged;Sudar;Transpirar, , , , 
Wini;Abalorio;Collar, Chaquira, , , 
Wingwa;Abalorio;
Winnaed;Orinar;
Magasdagged;Orinar;
Asu;Nariz;
Winni;Orina;Oríne, , , , 
Winonied;Deseñador abalorios para dorno;
Wirgued;Medida de profundidad de liquido;
Wirsob;Golondrina;
Gigsiggwi;Golondrina;
Wirwir;Batidora;
Wisde;No sé; Quien sabe, , , , 
Wissurmo;No sé;
Wissuli;No sé;
Wisgued;Saber;Conocer, Estar al tanto, , , 
Asudug;Punta de la nariz;Delantera,  el que va primero, , , 
Yaa;Puerta;Portón, , , , 
Yawagag;Puerta;Portón, , , , 
Yawag;Puerta;
Yaagwa;Señorita;Joven, Soltera, , , 
Yaaleged;Paso a la pubertad;
Sergued;Paso a pubertad;
Yaba;Dentro;Adentro, , , , 
Yaaba;Dentro;Adentro, , , , 
Yabba;No;No desear algo, , , , 
Suli;No;
Asuduggu;Punta de la nariz;Delantera, El que va primero, , , 
Yabbanned;Olor;
Abbanned;Olor;
Yabi;Llave;
Yabised;Llavero;
Yagganna;Bastante grande;
Yaibaa;Bastante grande;
Yagged;Gotear;
Deemagged;Gotear;
Yaggumagged;Cabecear;
Yagguyaggud;Cojo;Dar brincos, , , , 
Aswe;Aguacate;
Muyamuyad;Cojo;
Yaigwa;De tamaño menor;No tan pequeño, , , , 
Yaisaale;No tan pequeño;
Senigwa;De tamaño menor;
Yassuli;Cuantioso;Abundante, , , , 
Buggidara;Abundante;
Nagege;Cuantioso;Abundante, , , , 
Yala;Montaña;Territorio, , , , 
Yaladela;Pez cola amarillo;Pez cola amarilla 
Bunnugoro;Pez pargo sesí;
Aurmagged;Ardor;quemazon 
Yallile;Sordo;No sigue órdenes, , , , 
Yamodaed;Aparentar;Simular, Fingir, , , 
Yannu;Jabalí;
Yanwan;Taladro;Broca, , , , 
Yarba;Al lado;Inmediatamente después, , , , 
Yalaba;Al lado;
Yarbi;Anguila;
Yarbir;Cima;Cumbre, , , , 
Yalabiri;Cima;Cumbre, , , , 
Yalabilli;Cima;Cumbre, , , , 
Abbured;Enredarse;
Aya;Amigo;Compañero, Conocido, Aliado, , 
Yarduddur;Cima;Cumbre, , , , 
Yarburwa;Viento del sur;
Yalaburwa;Viento del sur;
Yardagged;Competir;Disputar, , , , 
Yargan;Espalda;Dorso, , , , 
Yarmoro;Tortuga de monte;
Morogoi;Tortuga de monte;
Yarolo;Cerro;Montaña de poca altura, , , , 
Yalaolo;Cerro;
Yaug;Tortuga;Carey, , , , 
Ai;Amigo;Compañero, Conocido, Aliado, , 
Yaugnii;Mayo;
Yeer;Bueno;Bonito, , , , 
Yeerba;Bueno;Bonito, , , , 
Yegued;Cansarse;Fatigarse, , , , 
Geggued;Cansarse;
Yobbiragwad;Equitativo;
Yobbo;Inflamación de ganglios;
Yobi;Igual;Como, , , , 
Emala;Igual;
Nayobi;Igual;
Ayagwale;Amistad;Amistoso, , , , 
Yobiyobi;De igual cantidad;
Yoed;Meter;Conectar, Poner, Asar, , 
Yoggor;Rodilla;
Yogsaar;De cualquier manera;
Yogasaale;De cualquier manera;
Yola;Verano;Sin lluvia, , , , 
Yolasagla;Día claro;Sin lluvia, , , , 
Yoleba;Veranillo;
Yoleged;Tropezarse;Encallar, , , , 
Yolle;Ladeado;Inclinado, , , , 
Aigwalw;Amistad;Amistoso, , , , 
Yoreged;Ladeado;Inclinado, , , , 
Yollemagged;Ladearse;
Yollemaggerba;Que se ladea mucho;
Yolleyolle;Que se ladea mucho;
Yoo;Todavía no;
Yoogwe;Todavía;Aún no, , , , 
Anbayoo;Todavía no;
Yoddedaed;Indecoroso;Impúdico, , , , 
Yoreged;Ladeado;Inclinado, , , , 
Yolle;Ladeado;Inclinado, , , , 
Ayaleged;Amistarse;
Yorgued;Dejar de llover;Escampar, , , , 
Yornii;Enero;
Yolanii;Enero;
Yoruggu;Mediodía;
Dadyoruggu;Mediodía;
Balibi;Igual;
Bengile;A credito;
Binasdiggi;Poco a poco;
Binsar;Gratis;
Esuwar;Punzón;
Aileged;Amistarse;
Argar;Interprete;
Baba;Gran Padre;Ser supremo, , , , 
Biired;Torcido;
Diirmagged;Corriente fluvial;
Eswar;Chuzo;
Negburgandagged;Soñar;
Uboged;Ingresar;
Aye;Sí;De acuerdo, , , , 
Eye;Sí;De acuerdo, , , , 
Baa;Tres;
Baabag;Ocho;Octavo, , , , 
Abured;Confundirse;
baabagga;Ocho;Ocatvo, , , , 
Bab;Papà;Padre, Progenitor, , , 
Baba;Papà;Padre, Progenitor, , , 
Babdummad;Gran Padre;Ser Supremo . Dios 
Babbarmagged;Rodar;Girar, Ser arrastrado, , , 
Babbibabbi;Arrugado;Ajado, , , , 
Babdummad;Gran Padre;Ser supremo, , , , 
Sergan;Antepasados;
Dadgan;Antepasados;
Babigar;Camino de Baba;Tratado de Baba y Nana, , , , 
Abdagged;Esperar;
Babigala;Camino de Baba y Nana; Tratado de Baba y Nana, , , , 
Babneg;Morada de Baba y Nana;
Babnega;Morada de Baba y Nana;
Babome;Madrastra;
Babser;Abuelo;
Babsered;Abuelo;
Badde;Plato;Bandeja, Platillo, , , 
Badded;Caerse;Bajar, , , , 
Baddesuwar;Vasija de madera para amasar;
Baddiggwa;Tortuga de agua dulce;Jocotea, , , , 
Abiddoged;Aguardar;
Badir;Sacerdote;Cura, , , , 
Badu;Pato;
Baged;Abstenerse;
Bagga;Ballena;
Baggar;Exresiòn franca;Directa, De frente, Comprado, , , 
Baggale;Expresiòn franca;Directa, De frente, Comprado, , 
Bagged;Comprar;Adquirir, , , , 
Baglawar;Guayacàn;
Bugasui;Hermano de Ibeler;Venus, Lucero, , , 
Baglawala;Guayacàn;
Baid;Otro;Ademàs, , , , 
Aaga;Por eso;
Edarbed;Ir al encuentro;
Baidi;Otro,Además;
Baisuli;No importa;No vale la pena, , , , 
Bala;Nuera;
Baled;Introducir liquido en recipiente;
Baleginned;Perseguir;Ir detrás de, , , , 
Balibali;Frecuentemente;Siempre, Repetidas veces, , , 
Balibalidi;Frecuentemente;Siempre, , , , 
Emarbi;Igual;Lo mismo, Uniforme, , , 
Baliwiddur;Espìritu guia;Custodio, Guardian, Protector, , 
Baliwiddule;Espìritu guia;Custodia, Guardian, Protector, , 
Abe;Sangre;
Balu;Sal;
Balubalu;Con poca sal;Saladito, , , , 
Balurba;Salado;Pasado de sal,  Salobre, , , 
Balusagla;Salado;Pasado de sal, Salobre, , , 
Baluwar;Arbol de sal;Simbología de opresiòn, , , , 
Baluwala;Arbol de sal;Simbologìa de opresiòn, , , , 
Igubwar;Arbol de sal;
Igubwala;Arbol de sal;
Banamagged;Tambalearse;Balancearse, , , , 
Banbaa;Lejos;Distante, Alejado, , , 
Ablis;Sangre;
Banbagwa;Lejos;Distante, Alejado, , , 
Bannabaa;Lejos;Distante, Alejado, , , 
Bander;Bandera;Estandarte, , , , 
Suenamor;Bandera;Estandarte, , , , 
Suenamola;Bandera;Estandarte, , , , 
Bane;Pene;Miembro viril, , , , 
Alu;Pene;Miembro viril, , , , 
Wana;Pene;Miembro viril, , , , 
Bane;Mañana;Otro dìa, , , , 
Baneswida;Tijereta;
Abedub;Vena;
Banebane;Adiario;Diariamente, , , , 
Baneswida;Tijereta;
Bangi;Al otro día;Al dia siguiente, , , , 
Banegine;Al otro dìa;Al dia siguiente, , , , 
Banmalo;Hasta mañana;
Banemalo;Hasta mañana;
Banna;A què distancia; Por dónde, , , , 
Bulebanna;A què distancia; Por donde, , , , 
Bansus;Colibrì;Chupamiel, , , , 
Barbuloged;Agravar;Empeorar, Desmejorar, , , 
Abeduba;Arteria;
Burgued;Agravar;Empeorar, Desmejorar, , , 
Bardagged;Acompañar;Guiar, Acompañante, , , 
Bardani;Al regreso;A la vuelta, , , , 
Bardudnii;Diciembre;
Balududdunii;Diciembre;
Bargaed;Alcanzar;Controlar, Sostener, Aguantar, , 
Bargo;Burgado;Caracol 
Bargonus;Burgado;Caracol 
Bargonusu;Burgado;Caracol 
Barmayed;Empujar;Apoyar, Palo superior de una vela, , , 
Ablisdudub;Arteria;
Barmied;Enviar;Mandar, Remitir, , , 
Barsoged;Atestiguar;Interpretar, , , , 
Barwisoged;Imitar;Remedar, , , , 
Baryawar;Arbol de pino;
Baryawala;Arbol de pino;
Basgwa;Camaròn;
Busgu;Camarón;
Basumagged;Hamaquearse;Mecerse, Balancearse, Columpiarse, , 
Basur;No importa;No se preocupe, , , , 
Basuli;No importa;No se preocupe, , , , 
Ablisduba;Arteria;
Basursunna;Facilìsimo;Muy fàcil, , , , 
Basursunnagwa;Facilìsimo;Muy fàcil, , , , 
Be;Tù, tu;
Bebe;Frente;Cuerno, , , , 
Bebesiga;Ceja;
Bebi;Tù solo;
beed;permanecerse;Quedarse atràs, , , , 
Beedse;Exagerado;Desmedido, grave, , , 
Undar;Exagerado;Desmedido, grave, , , 
Obbor;Exagerado;Desmedido, grave, , , 
Abeged;Querer;
Obbole;Exagerado;Desmedido, grave, , , 
Abbole;Exagerado;Desmedido, grave, , , 
Abbole;Exagerado;Desmedido, grave, , , 
Bela;Fin;Hasta aquì, , , , 
Wese;Fin;Hasta aquì, , , , 
Belawabba;Sin dejar nada;Todo, , , , 
Belagwable;Sin dejar nada;Todo, , , , 
Bendagged;Ayudar;Socorrer, Apoyar, Solidarse, , 
Bengir;A crèdito;
Abga;Hacer a tiempo;
Bengued;Desconfiar;No creer,  No poder con el peso, , , 
Bennuged;Pagar;
Naboged;A crèdito;
Bensuleged;Ser traicionado por su pareja;
Berbeged;Llevar;Transportar, acarrear, , , 
Bia;Dònde Por dònde;
Biali;Donde;
Biali;Dònde;Por dónde, , , , 
Biali;Dònde;Por dónde, , , , 
Bibbigwa;Pequeño;Diminuto, Menudo, , , 
Bibbinmagged;Revolcarse;
Bindumagged;Revolcarse;
Abbayala;Enseguida;
Bibbirmagged;Dar vueltas;Girar, , , , 
Bibyoged;Azotar;Zurrar, , , , 
Bied;Decir;Pronunciar, Proferir, Hablar, , 
Soged;Decir;Pronunciar, Mencionar, Proferir, Hablar, 
Bigbaa;Varios;Muchos, No pocos, , , 
Issesuli;Muchos;
Issesuli;Varios;Muchos, No pocos, , , 
Issesur;Varios;Muchos, No pocos, , , 
Issesuli;Varios;Muchos, No pocos, , , 
Bigbi;Abanico;Ventilador, , , , 
Bignimagged;Darse vueltas;
Aagala;Para él;
Abgan;Cuerpo;
Bigwa;Cuàntos;
Melu;Cuàntos;
Biired;Torcido;Encorvado, , , , 
Bila;Lucha;Guerra, Combate, , , 
Bilaonoged;Combatir;Guerrear, , , , 
Urwed;Combatir;Guerrear, , , , 
Biler;Personaje que simboliza el mal;
Olonaiggabaler;Personaje que simboliza el mal;
Bilubilu;Rizado;Ensortijado, Ondulado, , , 
Bina;Hígado;
Abgana;Organismo;
Binabina;Poco a poco;Despacio, Lento, Pausado, , 
Binasdiggii;Poco a poco;Despacio, Lento, Pausado, , 
Binagoled;Hipo;
Binasdiggii;Poco a poco;Despacio, Lento, Pausado, , 
Binasgar;Pecho;
Binasgala;Pecho;
Binasgudsu;Pecho;
Bindumagged;Revolcarse;
Bibbinmagged;Revolcarse;
Binged;Pena;Verguenza, Rubor, Bochorno, , 
Abgayala;Hacer a tiempo;
Bingedsulid;Sinverguenza;Insolente, , , , 
Bingegued;Avergonzarse;Apenarse, Ruborizarse, , , 
Binibini;Muy nuevo;Novìsimo, , , , 
Binid;Nuevo;Reciente, Intacto, Novedoso, , 
Binidi;Nuevo;Reciente, Intacto, Novedoso, , 
Gwabbid;Nuevo;Reciente, Intacto, Novedoso, , 
Gwabbidi;Nuevo;Reciente, Intacto, Novedeso, , 
Binnagwa;Lento;Despacio, Suave, Tardo, , 
Binnasur;Rápido;Muy ligero, No despacio, Alto, Fuerte, 
Binnasuli;Rápido;Ligero, No despacio, Alto, Fuerte, 
Abgila;Criatura;
Binnuwar;Arbol de espavé;
Binnuwala;Arbol de espavé;
Binoed;Renovar;Innovar, Remozar, Reorganizar, , 
Binoged;Renovar;Innovar, Remozar, Reorganizar, , 
Obinoged;Renovar;
Binasdiggigwa;Poco a poco;
Iddoaggwagwa;Con cautela;Con prudencia, , , , 
Binsaed;Pensar;Reflexionar, Meditar, , , 
Binsar;Gratuito;Gratis, , , , 
Binyed;Transformarse;Transfigurarse, , , , 
Abiayala;Territorio salvado;Continente americano, , , , 
Biogged;Clavar;
Biogged;Clavar;Incrustar, , , , 
Biomagged;Brotar algùn lìquido;
Birbir;Huso;
Birbirid;Helicóptero;
Bired;Volver;Regresar, Retornar,Tornar, , 
Agbired;Volver;Regresar, Retornar, Tornar, , 
Bireged;Loro azul pez;Torcido, , , , 
Birga;Año;Edad, , , , 
Birgag;Cestillo;
Birgi;Encima;Sobre, , , , 
Abiddoged;Esperar;
Asgin;Encima;Sobre, , , , 
Birgog;Arbol de cocobolo;
Gogbir;Fruto del arbol cocobolo;
Gogbirgwa;Fruto de arbol de cocobolo;
Biseb;Hierbabuena;
Bised;Recoger;
Weed;Recoger;Acopiar, , , , 
Bisged;Quebrar;Romper, , , , 
Bissa;Enagua;
Bisubisu;Serpenteo;Tortuoso, Garabato, , , 
Edarbed;Aguardar;
Boed;Llorar;Gemir, Sollozar, , , 
Addied;Llorar;Gemir, Sollozar, , , 
Boegala;Llorón;
Gagdar;Llorón;
Bogileged;Calmarse;Tranquilizarser, apaciguarse, aquietarse, , 
Bogimaggar;Quietud profunda;Calma, , , , 
Bogimaggale;Quietud profunda;Calma, , , , 
Naimaggar;Quietud;
Naimaggale;Quietud;
Bogwa;Dos;
Abdagged;Ir al encuentro;
Bo;Dos;
Bolego;Madrugada;Aurora, Alba, Temprano, , 
Bolegoe;Madrugada;Aurora, Alba, Temprano, , 
Bomied;Chispear el agua;Lloviznar, , , , 
Gaggarmagged;Chispear;Lloviznar, , , , 
Enfermedad;Peligro;Dificultad, , , , 
Bonigoordiggid;Malaria;
Bonisagla;Peligroso;Muy peligroso, De alto riesgo, , , 
Boo;Neblina;Bruma, , , , 
Bubbunmagged;Brotar en estado semilicuado;
Abindagged;Recibir;Acoger, , , , 
Bubburmagged;Brotar algo en estado gaseoso;
Budariddoged;Flojera;Somnolencia, , , , 
Buddarar;Erizo;
Budde;Botella;
Buddu;Pez cofre;Perdiz de arca, , , , 
Buddugnoed;Salir apresurado;
Budi;Cerbatana;
Bugbu;Colador;
Buggib;Mucho;Numeroso, , , , 
Buggibbinsaed;Tristeza;Pesadumbre, , , , 
Abingued;Encontrarse;Toparse,Hallarse, , , , 
Wileiddoged;Tristeza;Pesadumbre, , , , 
Buggidar;Cuantioso;Mucho, , , , 
Buggidara;Cuantioso;Mucho, , , , 
Yaisuli;Cuantioso;Mucho, , , , 
Buggwa;Están;Verbo de estar 
Buglu;Calabaza para llevar chicha de maiz;Cantimplora, , , , 
Bugsu;Hermano de Ibeler;Venus, Lucero, , , 
Igwaoginyabibbiler;hermano de Ibeler;hermano de Ibeler
Bula;Maleza;Matorral, Basura, , , 
Buladig;Entre todos;Juntos, Unidos, , , 
Aaular;En lugar de;
Anale;Por algo;
Buladiggi;Entre todos;Juntos, Unidos, , , 
Bulaggwa;Unidos;Juntos como la hierba, , , , 
Bulaggwagwa;;
Bulebanna;A qué distancia;Por dónde, , , , 
Banna;A qué distancia;Por dónde, , , , 
Buled;Valiente;Capaz, , , , 
Buledi;valiente;Capaz, , , , 
Gandiggid;Valiente;Capaz, , , , 
Bulemelu;Cuántos;
Melu;Cuántos;
Abirgunar;En pareja;
Bigwa;Cuántos;
Buna;Hermana dicho por una varón;Mujer, , , , 
Bunagwa;Joven;Muchacha, Chica, , , 
Bunmarnele;Ginecologo;
Bunnoged;Respirar;
Bunnu;Cola;Rabo, , , , 
Bunnogoro;Pez pargo;
Bunor;Niña;Pequeña, , , , 
Bunur;Variedad de helicona;Medicamento, , , , 
Abirgunagwale;En pareja;
Bunurnii;Julio;
Bur;Avispa;
Bulu;Avispa;
Burba;Sombra;Espiritu, Aliento, , , 
Burbagaed;Retratar;Fotografiar, Fotógrafo, , , 
Wagarwilubgaed;Retratar;Fotografiar, Fotógrafo, , , 
Wagargaed;Retratar;Fotografiar, Fotógrafo, , , 
Burbagan;Simbolismo;
Wilubgan;Simbolismo;
Burbaled;Simbolico;Lo oculto, , , , 
Ablis;Sangre;
Burdagged;Espejo;
Burdied;Bucear;Sumergirse, Resistir, , , 
Burdugges;Pez besugo;
Burgued;Agravarse;
Barbuloged;Agravarse;
Burgwed;Morirse;Fallecer, , , , 
Burged;Morirse;
Bursob;Primera mujer ne la tierra;
Olonailasob;Primera mujer;
Buru;Fruta de pan; Ceniza, , , , 
Abe;Sangre;
